image_id,source,prompt,evaluation_seed
000000568653,coco-30k,A shiny black motorcycle with gleaming chrome is parked on a city sidewalk.,35118
000000105249,coco-30k,A small bathroom has an open toilet seat.,11965
000000020342,coco-30k,Aerial tricks performed on red bike over stacked skateboards with photographer in background.,35124
000000578107,coco-30k,Lap top computer and monitor on a desk with assorted papers and devices.,74085
000000452158,coco-30k,Sheep grazing on the side of a country road,60020
000000294131,coco-30k,This bathroom looks like a very compact one.,65047
000000406119,coco-30k,a little plane landing on the water ,64780
000000352093,coco-30k,Two metal vats on a brick space next to wall.,30468
000000381323,coco-30k,A cat sits on the edge of a bathroom sink.,79733
000000102497,coco-30k,"The back of a large, blue motorcycle and rider",33611
000000407614,coco-30k,A smaller kitchen with a very decorated fridge. ,49199
000000123555,coco-30k,Many people bike through the streets at night.,20842
000000135666,coco-30k,Three motorcycles stop at an intersection at an oriental restaurant.,58815
000000084241,coco-30k,A group of women in kitchen next to pot.,45636
000000275749,coco-30k,A group of people standing in a room.,17024
000000059383,coco-30k,A large kitchen with wood cabinets and black accents.,7267
000000241124,coco-30k,A young man has his foot placed on a pole while another looks on. ,63592
000000400658,coco-30k,a bike sitting by a pole in a narrow alley,82698
000000267521,coco-30k,An American Airlines jet plane parked near a terminal.,68362
000000266400,coco-30k,a row of motorcycles parked on a city street,28502
000000237735,coco-30k,A sleek gray plane flying through a cloudy sky.,6115
000000437898,coco-30k,A medium sized home kitchen with wood cabinets.,64515
000000459400,coco-30k,A person lying down by an open toilet! ,39869
000000505447,coco-30k,A plate that is flying in the air during the day.,15750
000000032992,coco-30k,A picture of a wooden container with crosses on it.,85367
000000154589,coco-30k,A woman standing in a kitchen with a dog.,99337
000000232348,coco-30k,Toaster and blender plugged in on a kitchen counter.,20723
000000107123,coco-30k,"Bathroom with white pedestal sink, bathtub and shower, and commode.",30541
000000102331,coco-30k,A person on a motorcycle in the dirt doing tricks. ,47581
000000196793,coco-30k,A full view of a bathroom with the shower and sink. ,82096
000000339588,coco-30k,A kitchen with a stove and a microwave.,89196
000000492878,coco-30k,A bathroom sink and its reflection in the mirror.,77730
000000451234,coco-30k,People walking down a sidewalk passing Chinese restaurants.,618
000000487631,coco-30k,Photo taken from inside a car showing lamb in the street.,1028
000000177069,coco-30k,Man lounging on a boat giving a thumb up.,64582
000000344561,coco-30k,a bathroom with two sinks and a mirror ,43340
000000533201,coco-30k,a jumbo jet sits parked in an airport ,38069
000000029224,coco-30k,a toilet sits in front of a bath tub,67791
000000440284,coco-30k,Three young men are standing next to four bicycles.,82717
000000471642,coco-30k,Passengers getting on and off of a tram at the station. ,91589
000000032456,coco-30k,A giraffe and a zebra are on the grass near trees & cars. ,54840
000000478093,coco-30k,A white air plane flying in the air with its landing gear.,41481
000000507879,coco-30k,A dark picture of a toilet with a small roll of toilet paper on the back of the tank.,65698
000000174871,coco-30k,A photograph of a cat and mouse on top of a dog.,21047
000000214046,coco-30k,A picture of an older man cutting a turkey on the counter.,33578
000000081210,coco-30k,A young couple sharing an umbrella in pouring rain.,74673
000000497002,coco-30k,Two people are standing in a kitchen talking about a phone,97366
000000365556,coco-30k,A window shot of a plane in the air with another plane present. ,35233
000000320098,coco-30k,A shelving unit containing items next to a vegetable rack.,20083
000000277073,coco-30k,Two people are on a bike together traveling down the road. ,34362
000000545114,coco-30k,A man dressed in a helmet and goggles indoors has a goofy smile on and his hand raised. ,40767
000000435387,coco-30k,Two individuals wearing the same thing sitting on a bench.,55325
000000559440,coco-30k,"very small bath with stand-up shower, commode and sink",32877
000000323760,coco-30k,A toilet is shown in a bare room.,53823
000000059973,coco-30k,There is a lovely bathroom with a full-size sunken Jacuzzi.,9496
000000301453,coco-30k,"Two men are crouched down, working on a motorcycle",83798
000000240501,coco-30k,"A bathroom with a shower, toilet, and sink.",17448
000000235833,coco-30k,A toilet is shown against a wall with wires.,79885
000000042968,coco-30k,A plane is somewhat distant away from the green grass. ,52295
000000245764,coco-30k,A cat sits on the edge of a toilet.,49251
000000162939,coco-30k,A plane is parked near the pretty blue ocean. ,63
000000058472,coco-30k,"A bathroom with blue walls, a white commode and a contemporary white sink without faucets.",77023
000000283131,coco-30k,"Doorway view into bathroom area with sink, toilet and tub.",12752
000000526767,coco-30k,A bathroom with a stall shower and a white sink basin.,99890
000000362343,coco-30k,A busy road with people on bikes and in vehicles is shown.,70744
000000412963,coco-30k,A dog rides on the back of a sheep.,1026
000000201555,coco-30k,A sign is displayed next to piles of sand.,60243
000000480985,coco-30k,The shiny motorcycle has been put on display.,32547
000000465357,coco-30k,The apples on the table are being peeled.,61841
000000459487,coco-30k,Two sheep graze in a valley near a small town.,57760
000000024790,coco-30k,A plane has its wings folded up towards the body.,96496
000000345027,coco-30k,A scooter and tiny truck at a beach dry dock.,24663
000000430525,coco-30k,Two women are sitting on benches and one has a purse and shopping bag beside her.,94962
000000305101,coco-30k,a railroad crossing and some cars and trees,11658
000000435569,coco-30k,a zebra a giraffe and some birds by some water,21145
000000520910,coco-30k,A lady is standing in pastel colored bathroom in front of the bathtub and there are christmas lights hanging up outside of the doorway. ,76683
000000519569,coco-30k,a kitchen with a refrigerator a counter with chairs,38570
000000486488,coco-30k,A public bathroom stall with a toilet and trashcan.,47977
000000397133,coco-30k,A man is in a kitchen making pizzas.,48528
000000483767,coco-30k,a air plane that is a model conected to a pole.,60175
000000173379,coco-30k,Four apples sitting in a bowl viewed from above.,84270
000000287830,coco-30k,A couple of planes that are out in the airport.,93992
000000480951,coco-30k,Cars and traffic signals light up the streets at night around a busy intersection.,38035
000000131504,coco-30k,A BRICK TOWER WITH A BIG CLOCK IN THE MIDDLE OF IT.,83217
000000204448,coco-30k,"A kitchen complete with a microwave, sink, and dishwasher.",18232
000000217846,coco-30k,a taillight is in a rear view mirror and some cars,89172
000000106120,coco-30k,A small bathroom stall with a toilet and wash basin.,24905
000000362127,coco-30k,Elegant marbled bathroom with blinds and toiletries with mirror,91625
000000113801,coco-30k,Airplane with vintage bus in front of air plane hangar,69197
000000465545,coco-30k,Bathroom with wood trim and toiletries with window,77113
000000100234,coco-30k,a blue boat in the water and a factory and a dock,8063
000000010428,coco-30k,A sink is shown in front of a frame covered wall.,20458
000000388829,coco-30k,Woman and her dog tends to the herd of sheep,66553
000000071123,coco-30k,A large jumbo jet with huge wings is on the runway.,60194
000000038314,coco-30k,A couple of sinks and some toilet in a room.,56606
000000308907,coco-30k,A corner of street with a building showing a bowling pin.,1374
000000321522,coco-30k,"Outside view of a cafe', and shot of old oven and fridge",94893
000000271565,coco-30k,People on motorcycles riding pass parked cars on the street,97654
000000446651,coco-30k,Young girl with helmet on hold on tight to her father driving the motorcycle.,77823
000000410301,coco-30k,A bathroom with a blue toilet next to a sink,5441
000000561903,coco-30k,A dog standing by a television in a room.,3579
000000407915,coco-30k,A white sink and mirror in a room.,70534
000000192403,coco-30k,"A very modern hotel bedroom holds a large, white bed. ",70675
000000357992,coco-30k,"A wooden desk with several computers on the desk, including laptops and computer monitors.",94575
000000024323,coco-30k,"A bathroom area with a  sink, cabinets and a tub.",68728
000000581829,coco-30k,"A bowl of cereal with milk, bananas, raspberries and blueberries.",18920
000000301376,coco-30k,A street area with a building and cars.,91797
000000131273,coco-30k,A grey and white dog sitting in the passenger side of a car.,90323
000000100896,coco-30k,Artistic black and white photo of man on a motorcycle.,87464
000000532671,coco-30k,A blue motorcycle parked on street next to hill.,57899
000000531086,coco-30k,"A kitchen area with a refrigerator, dishwasher and cabinets.",33388
000000364079,coco-30k,Two people on a motorcycle driving up a street.,31871
000000578454,coco-30k,A bathroom with tile and a shower is shown.,28501
000000455229,coco-30k,A giraffe stands next to a pole in a habitat.,99123
000000196280,coco-30k,A picture of a boy looking into a pot. ,70630
000000117098,coco-30k,A red motorcycle on display at a show. ,2968
000000454810,coco-30k,Cluttered sink and countertop in an institutional kitchen.,98493
000000580704,coco-30k,A group of people on motorbikes ride on a path.,43538
000000312278,coco-30k,Suitcases on top of a carrier onto of a vehicle.,18276
000000478009,coco-30k,"A bathroom with a toilet, tub, mirror and shower curtain. ",38826
000000551650,coco-30k,A plane travels through the clouds in the sky.,74036
000000404128,coco-30k,A propellor airplane is on a grassy runway.,61986
000000135673,coco-30k,Two planes are close together in the sky.,57189
000000232905,coco-30k,The tower of the building has a clock displayed. ,95606
000000000590,coco-30k,A sink is shown with a mirror and lights.,33541
000000480605,coco-30k,An airplane flies up into the sky with the wheel out.,96556
000000190447,coco-30k,A bike is shown attached to a rack.,55934
000000105757,coco-30k,Bathroom sink has a long counter space and 3 piece mirror.,21407
000000132644,coco-30k,A cook in a restaurant kitchen putting chopped vegetables in a bow.,25317
000000397523,coco-30k,A stationary train with the door wide open.,3889
000000254732,coco-30k,Four black jets are flying above in the middle of the blue sky.,86168
000000483182,coco-30k,Multiple jet airliners in runway next to an airport at night.,28095
