image_id,source,prompt,seed
000000228825,coco-30k,A traffic light sitting next to a street lined with traffic lights.,92644
000000398148,coco-30k,A white and blue city bus traveling down a city street.,46724
000000443969,coco-30k,A baby girl standing in a shopping cart holding an umbrella.,31997
000000329375,coco-30k,Several goats wearing bell collars standing in a field.,55022
000000197774,coco-30k,A yellow street light mounted to the top of a pole.,83511
000000147675,coco-30k,A flock of birds floating on top of a boat.,47247
000000432333,coco-30k,A city street going through the center of tall buildings.,90220
000000333538,coco-30k,A woman wearing a fur coat sitting on a wooden bench.,6589
000000328084,coco-30k,A sign for the Public Car Park entrance,43116
000000496268,coco-30k,A red stop sign above a no parking sign.,15251
000000373060,coco-30k,A crowded city street filled with traffic and pedestrians.,78003
000000486388,coco-30k,A red stop sign at the end of a street.,59342
000000280114,coco-30k,A man laying on top of a wooden bench next to a can of beer.,60697
000000045248,coco-30k,A large exit street sign laying on the ground.,85506
000000384635,coco-30k,A yellow train traveling past a field next to a forest.,49636
000000041773,coco-30k,A road sign on the side of a road.,39033
000000192763,coco-30k,A yellow fire hydrant sitting on green grass wearing a white hat.,96164
000000499428,coco-30k,A large red double decker bus traveling down a road.,50762
000000171678,coco-30k,A red stop sign in front of a small house surrounded by palm trees.,43587
000000428885,coco-30k,A man standing on a roof holding an ax.,37647
000000346107,coco-30k,A railroad train letting off a big black smokecloud,53233
000000211487,coco-30k,A red and white fire hydrant is on the lawn.,64005
000000045564,coco-30k,Several birds searching for food at the water's edge,30878
000000402000,coco-30k,A woman standing on a beach is surrounded by birds.,37702
000000028526,coco-30k,Colorful passenger cars are parked at an empty station.,82033
000000449546,coco-30k,We are looking up at a street sign with a building in the background.,65358
000000150007,coco-30k,A large jumbo jet is flying above trees.,94095
000000414813,coco-30k,Airplanes are lined up at a small airport.,70441
000000143129,coco-30k,A man and giraffes are sitting on the grass.,93277
000000532580,coco-30k,a train on a train track with trees in the background,45048
000000350505,coco-30k,The city worker is elevated in a machine attached to a truck.,73881
000000469119,coco-30k,A boy in a blue shirt boarding a school bus.,96259
000000016238,coco-30k,Two women looking at three giraffes behind a fence.,26355
000000222407,coco-30k,an image of  a bird that is perched on a tree,58137
000000163104,coco-30k,Two giraffes standing around on the grassy plains.,7508
000000152281,coco-30k,Sheep with numbers painted on them in a green grass field together.,1834
000000533140,coco-30k,"Three sheep in a vineyard, two black faced and one white faced",95155
000000144269,coco-30k,People sitting on a train with one person looking up at a mirror and taking a photo of the reflection with a camera.,41155
000000488567,coco-30k,The middle of a highway during a cloudy day.,41693
000000173125,coco-30k,A fire hydrant that is spewing water in the middle of a city.,69275
000000454661,coco-30k,A street filled with traffic next to a building.,27397
000000213728,coco-30k,Tourists with a modern articulated bus in Europe,7810
000000246237,coco-30k,A black pole with a pepsi sign hanging from it's side.,6586
000000572303,coco-30k,A train speeding along the railroad tracks during the day.,23129
000000088951,coco-30k,A man and his dog sit at the park.,61544
000000117525,coco-30k,A man in front of a Christmas tree with his dog.,15548
000000017198,coco-30k,A parked silver subway train next to a platform.,60855
000000167422,coco-30k,A red fire hydrant located beside a river of water.,52927
000000309371,coco-30k,Fair-goers sit in the shade outside a carnival tent.,66419
000000358817,coco-30k,A yellow traffic light above a street next to houses.,2531
000000269099,coco-30k,A couple of long buses stopped at a bus stop next to a bridge.,866
000000546804,coco-30k,A silver passenger train traveling past another train.,70824
000000245983,coco-30k,A large white building with a red stop sign in front of it.,3196
000000181763,coco-30k,A black and white dog wearing a white hat.,3883
000000423039,coco-30k,A row of wooden benches sitting next to a lake.,82530
000000185157,coco-30k,A blue sign points the way to the road.,38128
000000224053,coco-30k,A yellow street sign sitting on the side of a road.,4803
000000330741,coco-30k,Two green and yellow trains parked near a train station.,24982
000000432843,coco-30k,A metal street pole with a street sign hanging off the side of it.,30709
000000284762,coco-30k,A traffic light sitting next to a street sign.,853
000000476190,coco-30k,A small yellow and grey bird is walking on the ground.,23377
000000519784,coco-30k,An assortment of vehicles drive down a street filled with stores.,33
000000448410,coco-30k,A train parked at a train stop next to another train.,3935
000000331455,coco-30k,A bird is flying next to a ship in the ocean.,94514
000000336464,coco-30k,A red trolly bus driving down a dirt road.,42772
000000012179,coco-30k,A giraffe standing on a lush green hillside.,57189
000000240082,coco-30k,A wooden box with a bird in a tree painted on it.,28738
000000393411,coco-30k,A passenger train that has had some graffiti written on it.,90277
000000065567,coco-30k,A highway sign sitting on the side of a highway.,13827
000000089743,coco-30k,A city street filled with traffic next to buildings.,80805
000000382848,coco-30k,A yellow schoolbus with a woman spread out in front of it.,17272
000000179948,coco-30k,A traffic light next to a set of stairs.,47240
000000025433,coco-30k,A street scene with two buses and a car.,49977
000000535106,coco-30k,A toddler sitting on a living room floor surrounded by toys.,96016
000000418251,coco-30k,A painting of a yellow train car sitting on train tracks.,75741
000000005595,coco-30k,A book on birds located in Australia sitting on a shelf..,18957
000000199247,coco-30k,A herd of animals laying down in a lush green field.,86266
000000271943,coco-30k,A large cat sitting on a wooden bench next to a building.,42679
000000547760,coco-30k,Two street signs with Chinese lettering on them.,7481
000000172342,coco-30k,A restaurant filled with customers sitting at tables.,86341
000000505890,coco-30k,A rear view mirror on top of a bus.,90499
000000443498,coco-30k,A large city bus driving down a street.,87046
000000128992,coco-30k,A train pulling out of a tunnel near a tall building.,94751
000000006180,coco-30k,A train traveling through a forest with tall trees.,70984
000000212939,coco-30k,A row full of wooden benches in a cafeteria.,37857
000000014470,coco-30k,A group of young kids petting a couple of giraffe.,96502
000000256160,coco-30k,"Image of a hat on a bed with the caption ""Before The Wedding"".",49440
000000421558,coco-30k,A no parking sign mounted to the side of a pole.,24885
000000030353,coco-30k,A passenger train is coming down the tracks,97328
000000323048,coco-30k,some black and white train cars and some train tracks ,55908
000000349021,coco-30k,Thomas the tank traveling down train tracks next to a  bush.,11724
000000000520,coco-30k,Afternoon at a dock with seagulls flying overhead.,6575
000000382797,coco-30k,A shirtless man in a hat making luch,54382
000000236246,coco-30k,A row of construction cones are lined up behind a fire hydrant.,38010
000000138768,coco-30k,street lights on a city street with no one around,72413
000000299593,coco-30k,A city street with a two story bus.,64498
000000147835,coco-30k,A green pasture with lots of animals in the foreground and mountains in the back.,85942
000000378302,coco-30k,A stormy looking photo with a cargo train.,96588
000000047204,coco-30k,A green fire hydrant on a city sidewalk.  ,41592
000000187144,coco-30k, A white bus parked at a stop next to a crowd.,30867
000000057095,coco-30k,A red traffic light above a street in down town Los Angeles.,60088
000000010040,coco-30k,A group of soldiers standing next to a bench.,47869
000000086133,coco-30k,A close-up of the top of a fire hydrant with a train in the background.,35926
000000533239,coco-30k,A large cat wearing a santa hat making a funny face.,61622
000000239157,coco-30k,A road filled with parked cars in front of a shop.,25779
000000537355,coco-30k,A red fire hydrant sitting in a field next to a white building.,75113
000000449412,coco-30k,A woman holding an umbrella while walking down a street.,77430
000000084859,coco-30k,Sheep and lambs with green paint on their backs.,67087
000000166391,coco-30k,A large and wide street covered in lots of traffic lights.,21028
000000564142,coco-30k,Two giraffe are standing close together in wet sand.,91850
000000150987,coco-30k,A large predatory bird sits on a tree branch in an exhibit.,36026
000000539908,coco-30k,Four giraffe are walking through a field of high shrubs.,70745
000000278353,coco-30k,A small sheep is standing under a wooden fence post.,87755
000000196843,coco-30k,A school bus covered in art and a sign.,19839
000000205183,coco-30k,A duck walking along a paved road next to a patch of grass.,35075
000000472501,coco-30k,Public bus driving on a street in Hong Kong.,38824
000000574216,coco-30k,A person holding up a paper with a red stop sign on it.,72813
000000156276,coco-30k,A beach next to the ocean covered in a rainbow.,34900
000000468933,coco-30k,A large herd of sheep are walking behind a wire fence.,7673
