image_id,source,prompt,seed
234470,coco-30k,a big kitchen with an island and track lighting ,89414
487059,coco-30k,a red motor bike is parked in the gravel ,32541
534733,coco-30k,A chair and a couch in a room.,50999
488385,coco-30k,The motorcycles are parked on the side of the building.,96768
215353,coco-30k,Cute multi colored kitten sitting in woman's lap,87925
326368,coco-30k,A person standing next to a couple of motor bikes.,87310
7816,coco-30k,A person on a motor bike travels around a sharp corner.,29117
192154,coco-30k,A person with a cell phone and a umbrella.,28854
286524,coco-30k,Two pieces of fruit sitting on a plate beside a stack of books.,29507
30942,coco-30k,Two unattended motorcycles parked somewhere near a red car.,27180
512576,coco-30k,A table and some chairs in a room.,99664
187791,coco-30k,A woman with a tie and a bag on the street.,11383
20784,coco-30k,A airplane that is sitting on a runway.,31161
217989,coco-30k,A kitchen with a center island next to a refrigerator freezer.,14251
432309,coco-30k,A parked motor bike on the side of a the street.,83585
265069,coco-30k,A guy on a motorcycle on a road.,88374
272736,coco-30k,A plane flies high in the middle of a dark sky.,5527
65001,coco-30k,A large group of motorcycles that are parked in a lot.,46188
270096,coco-30k,A laptop and some computers on a desk.,14392
332532,coco-30k,a bath room with two toilets and a sink,2748
403255,coco-30k,A small white boat in the open water.,42338
182903,coco-30k,Cat in a closet with baggage and misc.,86635
229659,coco-30k,A laptop in a bright yellow coffee house.,73610
52412,coco-30k,A jetliner wing flying over the top of a parking.,65874
192047,coco-30k,A white sink in a corner underneath a small mirror and light.,42362
128939,coco-30k,a car is stopped in the street for people to cross,77456
196046,coco-30k,A group of people sitting on motor bikes on a street.,96301
48910,coco-30k,a kitchen with a sink a shelf and a chair,5389
7256,coco-30k,A group of people with a cell phone the side of a building.,60902
57671,coco-30k,Two sun shaped mirrors are above bowl shaped sinks.,98039
535506,coco-30k,She just finished chopping vegetables with the knife.,2332
58816,coco-30k,a bath room with a toilet a stool and handle bars,32017
436559,coco-30k,A motor bike parked behind a van in the grass.,64905
147958,coco-30k,A person sitting on a wooden bench outside.,98961
323564,coco-30k,A yellow ten speed bike parked on a bridge.,2056
435519,coco-30k,a person on a motor bike driving in race ,50145
45434,coco-30k,Cars parked at side of road in front of a building at dusk or night.,36792
292156,coco-30k,A man handing another man something inside of a room.,89341
246435,coco-30k,A cop riding on the back of a motorcycle next to another cop car.,66464
184791,coco-30k,A painting of a table with fruit on top of it.,50561
412019,coco-30k,A large airplane flying through a blue sky.,13801
214720,coco-30k,A man sitting at a table in front of a plate of food.,41617
557258,coco-30k,A white toilet sitting in a bathroom next to a tiled wall.,33462
530915,coco-30k,An airplane sitting on top of a field next to a crowd of people.,82055
267182,coco-30k,A painting of green apples next to a bunch of bananas.,34487
143556,coco-30k,A group of bikers riding motorcycles across a bridge.,87300
413339,coco-30k,A couple of yellow buses driving down a city street.,43296
129001,coco-30k,A bath tub sitting next to a sink in a bathroom.,8140
535588,coco-30k,A blue and yellow bus parked in front of a man with a  bike.,56865
383445,coco-30k,A glazed donut hanging from a metal rod.,87012
456732,coco-30k,A white toilet sitting under a window on an airplane.,52373
332480,coco-30k,A kitchen with wooden floors surrounded by windows.,73110
297374,coco-30k,A blue bike parked next to a tree in a planter.,51403
172686,coco-30k,A table topped with oranges and a bowl of salad.,72862
528098,coco-30k,A man wearing a straw hat and playing the guitar.,8496
577640,coco-30k,A man riding on the back of an ATV.,84812
34662,coco-30k,A couple of sheep sitting on top of a lush green grass covered hill.,95120
524373,coco-30k,A giraffe standing next to a palm tree on a field.,12665
369913,coco-30k,A woman holding shears in one hand a tile in the other.,9400
356623,coco-30k,Some people riding some motorcycles through a rock tunnel.,76627
538589,coco-30k,a modern bathroom with blue walls and a clear shower,51181
427001,coco-30k,A very nice looking train by a plat form.,56709
278512,coco-30k,A small white plane sitting on top of an airport runway.,82505
550597,coco-30k,A white sink sitting next to a toilet near a tub.,13586
579008,coco-30k,A very cute cat laying in a very small sink.,63958
85247,coco-30k,Man sitting on toilet top holding hat and cigarette,51467
126659,coco-30k,A couple of airplanes that are sitting on a runway.,53117
234239,coco-30k,Motorcycle parked next to SUV in car garage,29544
501294,coco-30k,A picture of people watching TV in the living room adjusted to imply motion.,82760
2139,coco-30k,A bike leaning against an unmade and dirty bed.,23664
463781,coco-30k,one airplane on a landing strip next to a green field,8781
162362,coco-30k,A couple of people that are holding an umbrellas.,78002
514018,coco-30k,A kitchen with two shiny counter tops next to a  wall mounted oven..,61498
176034,coco-30k,Large wall with an antique finish window and an old clock above it.,65589
67208,coco-30k,A man riding a motorcycle with a brown long horn bull behind him.,80843
552901,coco-30k,The bathroom in the cabin needs to be remodeled.,21321
184667,coco-30k,A statue standing over a traffic light next to a giant spider.,15659
50896,coco-30k,A bowl filled with lots of oranges on a counter.,94306
181542,coco-30k,A woman walking across a street near motorcycles.,48234
122314,coco-30k,A city street with traffic at a stoplight ,2733
102644,coco-30k,A white toilet sitting in a bathroom next to a shower.,74084
104865,coco-30k,A bowl filled with food and a white spoon.,36355
26609,coco-30k,A city street line with very tall buildings.,39574
539226,coco-30k,a large plane is flying through the sky ,53470
374448,coco-30k,View of dining room of restaurant with cone lights overhead,36789
13882,coco-30k,A very cute looking black dog laying on the floor.,87147
225546,coco-30k,a small bathroom with a mirror and sink,53178
184994,coco-30k,The kitchen area is clean and ready for us to use.,78910
349868,coco-30k,Two airplanes are parked on a grassy field.,68659
341299,coco-30k,A group of people that are outside of an airplane.,49612
142337,coco-30k,a bathroom with a sink and a toilet,83921
96351,coco-30k,A blue and white VW bus driving down a street.,79528
455343,coco-30k,A toilet in a bathroom next to a wall.,91631
317715,coco-30k,A cat laying next to a bike with a large tire.,82329
260238,coco-30k,A man driving a motorcycle down a street with a  woman on back of it.,1604
443343,coco-30k,Two people are kissing as they sit on a bench.,35205
352703,coco-30k,a lady that is cooking some food on the stove,19251
421882,coco-30k,a little bathroom with just a toilet in it,34271
381393,coco-30k,A bathroom counter lined with lots of metal sinks.,27900
309862,coco-30k,Two people ride on a motorcycle on a street. ,48247
42805,coco-30k,An empty street is lined with large umbrellas. ,49224
195510,coco-30k,A busy street is full of cars and a bus. ,94383
543178,coco-30k,A kitchen with a black stove top oven.,36269
550722,coco-30k,A TV sitting on top of a wooden dresser.,62993
281827,coco-30k,A large airplane flying over a city above a bird.,24091
260925,coco-30k,A cat sitting on the hood of a car.,63599
70815,coco-30k,a small dog is tied up to a bike outside,97235
186589,coco-30k,Some very cute small dogs laying by each other.,42628
296707,coco-30k,"A bathroom with a toilet, towel rack and a tub in it. ",60974
134981,coco-30k,two people standing in a strong snow storm,15241
161044,coco-30k,A couple of airplanes flying under a cloudy sky.,5733
161567,coco-30k,A woman standing next to a man in a kitchen.,30057
139969,coco-30k,Several people with bicycles on a sidewalk outside a restaurant.,9616
311531,coco-30k,a large orange cat jumping into a bathroom sink,12724
340934,coco-30k,"A bathroom with a toilet, cabinet, tub, shower curtain and a scale in it. ",4953
520124,coco-30k,some people are standing together around some food,33046
569705,coco-30k,A plane sitting on top of a dirt field next to another plane.,19972
80304,coco-30k,A motorcycle parked on the side of a road.,27901
575921,coco-30k,A man in a blue shirt talking on a phone.,71881
61882,coco-30k,A white toilet sitting next to a bathroom sink.,72612
462982,coco-30k,A white toilet in a bathroom next to a  sink.,2956
243031,coco-30k,A yellow book bus driving down a street.,57552
68059,coco-30k,some oranges are stacked up in a bowl,73273
469793,coco-30k,A man preparing food inside of a kitchen with a  small bird on his shoulder like snow white while wearing a cheap chefs hat.,26900
162495,coco-30k,Tall building with clock and spire behind white bricked building.,54064
321107,coco-30k,A woman rides a bicycle on a road next to the median.,86037
563185,coco-30k,a picture of a science fiction character in a bathroom,96353
239048,coco-30k,a bunch of sheep are walking on the road,95098
148591,coco-30k,some cups are sitting on top of a toilet,31016
11347,coco-30k,An Aer Lingus plane touches down on an airport runway.,67774
112517,coco-30k,A tall building with a clock on it near a cemetery. ,98275
6818,coco-30k,a couple of buckets in a white room,37188
148526,coco-30k,some people are riding motorcycles down the street,2344
58851,coco-30k,The bench is empty at night in the park,99595
17899,coco-30k,an old woman is in front of some food on a table,33640
292060,coco-30k,"A white kitchen with stove, sink, and refrigerator.",49160
531735,coco-30k,a couple of motorcycles are parked outside of a building,76066
461805,coco-30k,a parked motor bike with a man standing next to it ,22652
482719,coco-30k,The fruit is placed in a bowl out in the open to be eaten,43671
27642,coco-30k,a bunch of motorcycles are parked on the street together,18193
62839,coco-30k,The person is walking in the alley alone ,62258
63619,coco-30k,The person is riding a bike on the road,65142
471562,coco-30k,A picture of an airplane and a large tower at night.,57553
73182,coco-30k,The people are riding motor cycles down the street.,19621
252617,coco-30k,The cat is peeking out from inside the purse.,63646
450581,coco-30k,The people on the motorcycles are racing on the track,44795
341700,coco-30k,The mirror above a bathroom sink is shattered.,15377
437947,coco-30k,The kitchen is clean and ready to be used,19082
194420,coco-30k,The left side of a white dog sitting on a couch.,48087
271666,coco-30k,There are two riders on motorcycles and mountains in the distance.,7296
251062,coco-30k,The interior of a modern bathroom including glass shower and sinks,25692
543006,coco-30k,a downward view of a small toilet in a room,29252
350073,coco-30k,a couple of planes are out on a runway,46842
333745,coco-30k,A woman with an umbrella is walking past a bus.,21231
344758,coco-30k,A ceramic bowl full of a variety of fresh fruit,74079
357819,coco-30k,Looking out a large glass window to activity on the tarmac at an airport,74778
